Departamento,Municipio,Año de Gestion,Total Establecimientos De Salud
POTOSI,BETANZOS,2013,30
PANDO,PUERTO GONZALO MORENO,2013,8
CHUQUISACA,LAS CARRERAS,2013,6
POTOSI,MOJINETE,2013,3
COCAHBAMBA,TACACHI,2013,2
LA PAZ,CORO CORO,2013,7
CHUQUISACA,CULPINA,2013,12
PANDO,SENA,2013,4
LA PAZ,CAQUIAVIRI,2013,8
LA PAZ,TITO YUPANQUI (PARQUIPUJIO),2013,2
POTOSI,LLICA,2013,9
POTOSI,LLALLAGUA,2013,11
LA PAZ,CAIROMA,2014,10
LA PAZ,QUIABAYA,2014,1
LA PAZ,PALCA,2014,9
COCAHBAMBA,COCHABAMBA,2014,127
LA PAZ,SAN PEDRO DE TIQUINA,2014,4
ORURO,YUNGUYO DE LITORAL,2014,1
LA PAZ,PUERTO PEREZ,2014,5
COCAHBAMBA,ANZALDO,2014,11
ORURO,TURCO,2014,6
LA PAZ,CAJUATA,2014,6
COCAHBAMBA,ARQUE,2014,9
LA PAZ,PUCARANI,2014,9
COCAHBAMBA,ARBIETO,2014,5
LA PAZ,PELECHUCO,2014,6
LA PAZ,SAN BUENA VENTURA,2014,5
LA PAZ,SAN ANDRES DE MACHACA,2014,5
LA PAZ,CATACORA,2014,2
LA PAZ,PUERTO ACOSTA,2014,5
LA PAZ,CAQUIAVIRI,2014,9
TARIJA,BERMEJO,2014,21
LA PAZ,PATACAMAYA,2014,4
LA PAZ,PUERTO CARABUCO,2014,12
COCAHBAMBA,AYOPAYA (V. DE INDEPENDENCIA),2014,22
LA PAZ,PAPEL PAMPA,2014,6
COCAHBAMBA,ARANI,2014,5
ORURO,TOTORA(ORR),2014,9
LA PAZ,SAN PEDRO DE CURAHUARA,2014,6
LA PAZ,CHACARILLA,2014,2
LA PAZ,CALAMARCA,2014,5
LA PAZ,QUIME,2014,5
LA PAZ,CHARANA,2014,3
COCAHBAMBA,COLCAPIRHUA,2014,5
LA PAZ,PALOS BLANCOS,2014,18
LA PAZ,CARANAVI,2014,18
LA PAZ,ESCOMA,2014,2
LA PAZ,NAZACARA DE PACAJES,2014,1
LA PAZ,IRUPANA (VILLA DE LANZA),2014,10
LA PAZ,WALDO BALLIVIAN,2014,1
LA PAZ,TACACOMA,2014,4
LA PAZ,CORIPATA,2014,6
COCAHBAMBA,CLIZA,2014,5
COCAHBAMBA,CAPINOTA,2014,7
LA PAZ,INQUISIVI,2014,11
LA PAZ,CORO CORO,2014,9
LA PAZ,ICHOCA,2014,4
LA PAZ,TARACO,2014,4
LA PAZ,ANCORAIMES,2014,7
LA PAZ,VIACHA,2014,12
LA PAZ,HUMANATA,2014,2
LA PAZ,COROICO,2014,6
LA PAZ,HUATAJATA,2014,3
LA PAZ,TEOPONTE,2014,7
LA PAZ,AYATA,2014,5
LA PAZ,GRAL. J.J. PEREZ  (CHARAZANI),2014,8
LA PAZ,TITO YUPANQUI (PARQUIPUJIO),2014,2
LA PAZ,TIPUANI,2014,4
COCAHBAMBA,CHIMORE,2014,10
LA PAZ,AUCAPATA,2014,6
LA PAZ,GUANAY,2014,6
LA PAZ,IXIAMAS,2014,8
LA PAZ,EL ALTO,2014,95
LA PAZ,GUAQUI,2014,4
LA PAZ,DESAGUADERO,2014,2
LA PAZ,UMALA,2014,7
LA PAZ,HUARINA,2014,1
LA PAZ,CURVA,2014,3
LA PAZ,CALACOTO,2014,7
LA PAZ,TIAWANACU,2014,5
LA PAZ,COPACABANA,2014,4
LA PAZ,SORATA,2014,10
LA PAZ,COMBAYA,2014,4
LA PAZ,COLLANA,2014,3
COCAHBAMBA,AIQUILE,2014,9
LA PAZ,MALLA,2014,4
COCAHBAMBA,BOLIVAR,2014,5
LA PAZ,BATALLAS,2014,5
LA PAZ,SANTIAGO DE HUATA,2014,2
LA PAZ,SANTIAGO DE MACHACA,2014,4
LA PAZ,MAPIRI,2014,4
LA PAZ,MECAPACA,2014,7
LA PAZ,ACHACACHI,2014,19
COCAHBAMBA,ALALAY,2014,6
LA PAZ,CHULUMANI (V. DE LA LIBERTAD),2014,6
LA PAZ,SANTIAGO DE CALLAPA,2014,5
LA PAZ,MOCOMOCO,2014,10
LA PAZ,CHUMA,2014,7
LA PAZ,CHUA COCANI,2014,2
COCAHBAMBA,COCAPATA,2014,13
LA PAZ,LURIBAY,2014,10
LA PAZ,JESUS DE MACHACA,2014,7
LA PAZ,YACO,2014,9
LA PAZ,ALTO BENI,2014,8
LA PAZ,LA ASUNTA,2014,9
LA PAZ,AYO AYO,2014,3
LA PAZ,SICA SICA (VILLA AROMA),2014,10
LA PAZ,COLQUENCHA,2014,4
LA PAZ,LA PAZ,2014,140
LA PAZ,LAJA,2014,8
LA PAZ,COLQUIRI,2014,12
LA PAZ,YANACACHI,2014,5
LA PAZ,ACHOCALLA,2014,3
LA PAZ,SAPAHAQUI,2014,4
LA PAZ,LICOMA PAMPA,2014,2
LA PAZ,COMANCHE,2014,3
LA PAZ,APOLO,2014,7
COCAHBAMBA,TARATA,2014,4
POTOSI,CHAYANTA,2014,13
SANTA CRUZ,MINEROS,2014,6
PANDO,SENA,2014,4
CHUQUISACA,ALCALA,2014,3
COCAHBAMBA,SICAYA,2014,3
SANTA CRUZ,MONTERO,2014,24
BENI,EXALTACION,2014,4
PANDO,SAN PEDRO(PND),2014,4
POTOSI,SACACA,2014,14
SANTA CRUZ,MORO MORO,2014,4
CHUQUISACA,POROMA,2014,19
SANTA CRUZ,OKINAWA,2014,4
COCAHBAMBA,SIPE SIPE,2014,8
PANDO,SAN LORENZO(PND),2014,6
BENI,BAURES,2014,8
POTOSI,SAN AGUSTIN,2014,4
PANDO,PUERTO RICO,2014,3
SANTA CRUZ,SANTA ROSA DEL SARA,2014,11
SANTA CRUZ,PAILON,2014,8
SANTA CRUZ,SANTA CRUZ DE LA SIERRA,2014,197
COCAHBAMBA,VINTO,2014,7
COCAHBAMBA,TACACHI,2014,2
PANDO,PUERTO GONZALO MORENO,2014,8
SANTA CRUZ,PAMPA GRANDE,2014,5
CHUQUISACA,ZUDANEZ,2014,6
PANDO,PORVENIR,2014,3
CHUQUISACA,PRESTO,2014,7
POTOSI,SAN ANTONIO DE ESMORUCO,2014,4
PANDO,VILLA NUEVA (LOMA ALTA),2014,6
SANTA CRUZ,TRIGAL,2014,4
POTOSI,RAVELO,2014,14
BENI,GUAYARAMERIN,2014,21
SANTA CRUZ,WARNES,2014,25
SANTA CRUZ,EL TORNO,2014,18
SANTA CRUZ,FERNANDEZ ALONSO,2014,4
COCAHBAMBA,SACABAMBA,2014,5
ORURO,CHALLAPATA,2014,15
BENI,MAGDALENA,2014,11
POTOSI,POTOSI,2014,39
ORURO,CARANGAS,2014,1
POTOSI,TOMAVE,2014,15
SANTA CRUZ,GENERAL SAAVEDRA,2014,10
SANTA CRUZ,VALLEGRANDE,2014,9
SANTA CRUZ,GUTIERREZ,2014,12
POTOSI,PUNA,2014,21
SANTA CRUZ,PORONGO,2014,10
COCAHBAMBA,SAN BENITO,2014,5
BENI,LORETO,2014,7
CHUQUISACA,AZURDUY,2014,11
ORURO,BELEN DE ANDAMARCA,2014,4
SANTA CRUZ,LA GUARDIA,2014,11
COCAHBAMBA,SANTIVANES,2014,5
ORURO,ANTEQUERA,2014,3
BENI,HUARACAJE,2014,3
CHUQUISACA,PADILLA,2014,8
SANTA CRUZ,LAGUNILLAS,2014,7
SANTA CRUZ,URUBICHA,2014,5
ORURO,ANDAMARCA,2014,7
SANTA CRUZ,MAIRANA,2014,5
COCAHBAMBA,SHINAOTA,2014,6
ORURO,CARACOLLO,2014,10
COCAHBAMBA,TACOPAYA,2014,7
PANDO,NUEVO MANOA (NUEVA ESPERANZA),2014,3
SANTA CRUZ,PORTACHUELO,2014,5
CHUQUISACA,SOPACHUY,2014,5
POTOSI,VITICHI,2014,13
SANTA CRUZ,SAN MIGUEL DE VELASCO,2014,3
COCAHBAMBA,TOCO,2014,4
SANTA CRUZ,SAMAIPATA,2014,5
POTOSI,TACOBAMBA,2014,9
SANTA CRUZ,SAN ANTONIO DE LOMERIO,2014,6
CHUQUISACA,TOMINA,2014,10
POTOSI,VILLAZON,2014,20
SANTA CRUZ,SAN MATIAS,2014,10
POTOSI,TAHUA,2014,3
SANTA CRUZ,SAN CARLOS,2014,7
COCAHBAMBA,VILA VILA,2014,5
CHUQUISACA,VILLA CHARCAS,2014,8
COCAHBAMBA,TOLATA,2014,2
SANTA CRUZ,SAN IGNACIO DE VELASCO,2014,21
POTOSI,UNCIA,2014,7
CHUQUISACA,TARVITA,2014,12
COCAHBAMBA,TOTORA(CBBA),2014,8
POTOSI,TUPIZA,2014,49
SANTA CRUZ,SAN JAVIER(STC),2014,1
POTOSI,TINGUIPAYA,2014,17
SANTA CRUZ,SAN JOSE DE CHIQUITOS,2014,10
CHUQUISACA,TARABUCO,2014,11
POTOSI,TORO TORO,2014,9
CHUQUISACA,SUCRE,2014,136
SANTA CRUZ,SAN JULIAN,2014,26
COCAHBAMBA,VACAS,2014,7
POTOSI,UYUNI,2014,19
ORURO,CHIPAYA,2014,2
POTOSI,YOCALLA,2014,8
COCAHBAMBA,TIRAQUE (CBBA),2014,14
CHUQUISACA,YOTALA,2014,10
SANTA CRUZ,SAN RAMON SCZ,2014,1
PANDO,NACEBE (SANTA ROSA DEL ABUNA),2014,3
SANTA CRUZ,POSTRER VALLE,2014,4
POTOSI,SAN PABLO DE LIPEZ,2014,11
SANTA CRUZ,PUCARA,2014,3
COCAHBAMBA,TAPACARI,2014,19
PANDO,INGAVI (HUMAITA),2014,2
CHUQUISACA,YAMPARAEZ,2014,9
COCAHBAMBA,VILLA TUNARI,2014,30
PANDO,FILADELFIA,2014,6
CHUQUISACA,SAN LUCAS,2014,28
PANDO,EUREKA (SANTOS MERCADO),2014,2
SANTA CRUZ,SAIPINA,2014,5
SANTA CRUZ,PUERTO QUIJARRO,2014,8
SANTA CRUZ,PUERTO SUAREZ,2014,10
PANDO,COBIJA,2014,21
CHUQUISACA,VILLA VACA GUZMAN (MUYUPAMPA),2014,12
SANTA CRUZ,SAN RAFAEL,2014,2
SANTA CRUZ,QUIRUSILLAS,2014,2
COCAHBAMBA,TIQUIPAYA,2014,12
PANDO,BOLPEBRA,2014,4
POTOSI,SAN PEDRO DE QUEMES,2014,1
CHUQUISACA,VILLA SERRANO,2014,8
COCAHBAMBA,VILLA RIVERO,2014,4
SANTA CRUZ,ROBORE,2014,7
PANDO,BELLA FLOR,2014,7
SANTA CRUZ,SAN PEDRO,2014,9
POTOSI,SAN PEDRO DE BUENA VISTA,2014,16
CHUQUISACA,MONTEAGUDO,2014,18
SANTA CRUZ,SAN JUAN DE YAPACANI,2014,6
COCAHBAMBA,POCONA,2014,15
CHUQUISACA,LAS CARRERAS,2014,6
POTOSI,"COLCHA ""K""",2014,17
POTOSI,CHAQUI,2014,8
POTOSI,BETANZOS,2014,30
ORURO,MACHACAMARCA,2014,3
COCAHBAMBA,CUCHUMUELA (V. G. VILLARROEL),2014,2
SANTA CRUZ,BOYUIBE,2014,6
BENI,PUERTO SILES,2014,3
ORURO,LA RIVERA,2014,1
POTOSI,LLALLAGUA,2014,11
SANTA CRUZ,BUENA VISTA,2014,11
COCAHBAMBA,OMEREQUE,2014,6
COCAHBAMBA,PASORAPA,2014,5
ORURO,HUAYLLAMARCA,2014,8
BENI,SAN IGNACIO,2014,32
POTOSI,BELEN DE URMIRI,2014,3
POTOSI,LLICA,2014,9
ORURO,HUANUNI,2014,9
SANTA CRUZ,CABEZAS,2014,8
CHUQUISACA,CULPINA,2014,13
BENI,SANTA ROSA,2014,8
TARIJA,ENTRE RIOS  TRJ,2014,29
BENI,SAN BORJA,2014,16
TARIJA,TARIJA,2014,64
ORURO,SANTUARIO DE QUILLACAS,2014,3
ORURO,HUACHACALLA,2014,1
BENI,SAN JAVIER(BNI),2014,5
CHUQUISACA,EL VILLAR,2014,5
ORURO,SABAYA,2014,6
CHUQUISACA,INCAHUASI,2014,8
CHUQUISACA,HUACARETA,2014,14
TARIJA,URIONDO (A. CONCEPCION),2014,10
BENI,SAN RAMON BENI,2014,2
POTOSI,CARIPUYO,2014,7
POTOSI,COLQUECHACA,2014,26
COCAHBAMBA,MIZQUE,2014,15
ORURO,POOPO,2014,5
POTOSI,"CAIZA ""D""",2014,11
COCAHBAMBA,ENTRE RIOS CBBA,2014,9
SANTA CRUZ,ASCENCION DE GUARAYOS,2014,10
ORURO,PAZNA,2014,6
TARIJA,VILLA MONTES,2014,28
TARIJA,SAN LORENZO(TJA),2014,17
TARIJA,YACUIBA,2014,29
COCAHBAMBA,MOROCHATA,2014,9
BENI,SAN JOAQUIN,2014,3
ORURO,PAMPA AULLAGAS,2014,3
POTOSI,COTAGAITA,2014,37
TARIJA,PADCAYA,2014,29
ORURO,SANTIAGO DE HUARI,2014,7
TARIJA,YUNCHARA,2014,7
ORURO,ORURO,2014,53
BENI,SANTA ANA,2014,6
SANTA CRUZ,CAMIRI,2014,16
ORURO,SALINAS DE GARCI MENDOZA,2014,7
SANTA CRUZ,CARMEN RIVERO TORREZ,2014,5
ORURO,TODOS SANTOS,2014,1
COCAHBAMBA,PUNATA,2014,10
ORURO,CURAHUARA DE CARANGAS,2014,4
BENI,TRINIDAD,2014,42
CHUQUISACA,MOJOCOYA,2014,8
POTOSI,ACACIO,2014,6
ORURO,CRUZ DE MACHACAMARCA,2014,1
ORURO,TOLEDO,2014,8
SANTA CRUZ,COTOCA,2014,11
POTOSI,POCOATA,2014,19
SANTA CRUZ,CUATRO CANADAS,2014,8
POTOSI,CKOCHAS,2014,18
COCAHBAMBA,QUILLACOLLO,2014,13
BENI,REYES,2014,8
TARIJA,CARAPARI,2014,18
SANTA CRUZ,YAPACANI,2014,14
SANTA CRUZ,CUEVO,2014,6
ORURO,COIPASA,2014,1
POTOSI,PORCO,2014,4
CHUQUISACA,CAMARGO,2014,10
SANTA CRUZ,EL PUENTE(STC),2014,6
COCAHBAMBA,SACABA,2014,29
ORURO,CHOQUE COTA,2014,1
POTOSI,CHUQUIHUTA AYLLU JUCUMANI,2014,4
ORURO,CORQUE,2014,12
BENI,RIBERALTA,2014,30
CHUQUISACA,HUACAYA (VILLA DE HUACAYA),2014,5
CHUQUISACA,CAMATAQUI (C. VILLA ABECIA),2014,4
POTOSI,MOJINETE,2014,3
ORURO,ESMERALDA,2014,1
POTOSI,ATOCHA,2014,14
SANTA CRUZ,CHARAGUA,2014,17
SANTA CRUZ,CONCEPCION,2014,7
POTOSI,ARAMPAMPA,2014,6
ORURO,ESCARA,2014,1
SANTA CRUZ,COLPA BELGICA,2014,3
CHUQUISACA,ICLA,2014,10
COCAHBAMBA,POJO (CBBA),2014,9
COCAHBAMBA,PUERTO VILLARROEL,2014,23
BENI,RURRENABAQUE,2014,9
POTOSI,OCURI,2014,13
ORURO,SORACACHI,2014,11
TARIJA,EL PUENTE(TJA),2014,11
ORURO,EUCALIPTUS,2014,3
COCAHBAMBA,COLOMI,2014,9
ORURO,EL CHORO,2014,6
SANTA CRUZ,COMARAPA,2014,9
CHUQUISACA,MACHARETI,2014,11
BENI,SAN ANDRES,2014,13
SANTA CRUZ,SAN JULIAN,2015,25
SANTA CRUZ,SAN MATIAS,2015,10
CHUQUISACA,SUCRE,2015,137
LA PAZ,EL ALTO,2015,97
LA PAZ,ICHOCA,2015,4
POTOSI,CHAYANTA,2015,13
POTOSI,CHAQUI,2015,8
SANTA CRUZ,SAN MIGUEL DE VELASCO,2015,3
CHUQUISACA,ICLA,2015,11
LA PAZ,TARACO,2015,4
SANTA CRUZ,YAPACANI,2015,13
SANTA CRUZ,SANTA CRUZ DE LA SIERRA,2015,202
CHUQUISACA,SOPACHUY,2015,5
LA PAZ,HUARINA,2015,1
POTOSI,ATOCHA,2015,16
SANTA CRUZ,TRIGAL,2015,4
POTOSI,ARAMPAMPA,2015,6
SANTA CRUZ,URUBICHA,2015,5
LA PAZ,TIPUANI,2015,4
CHUQUISACA,POROMA,2015,21
CHUQUISACA,MOJOCOYA,2015,8
CHUQUISACA,PADILLA,2015,8
SANTA CRUZ,VALLEGRANDE,2015,9
POTOSI,ACACIO,2015,6
LA PAZ,GUANAY,2015,6
LA PAZ,GUAQUI,2015,4
CHUQUISACA,MONTEAGUDO,2015,18
LA PAZ,TIAWANACU,2015,5
LA PAZ,GRAL. J.J. PEREZ  (CHARAZANI),2015,8
CHUQUISACA,MACHARETI,2015,11
SANTA CRUZ,SANTA ROSA DEL SARA,2015,11
SANTA CRUZ,SAN PEDRO,2015,9
POTOSI,CARIPUYO,2015,7
LA PAZ,HUMANATA,2015,2
SANTA CRUZ,SAN RAFAEL,2015,2
POTOSI,"CAIZA ""D""",2015,11
LA PAZ,TITO YUPANQUI (PARQUIPUJIO),2015,2
CHUQUISACA,SAN LUCAS,2015,28
SANTA CRUZ,SAN RAMON SCZ,2015,1
CHUQUISACA,LAS CARRERAS,2015,6
LA PAZ,HUATAJATA,2015,3
LA PAZ,TEOPONTE,2015,7
LA PAZ,ESCOMA,2015,2
POTOSI,BETANZOS,2015,30
CHUQUISACA,PRESTO,2015,8
POTOSI,BELEN DE URMIRI,2015,3
CHUQUISACA,INCAHUASI,2015,8
SANTA CRUZ,WARNES,2015,25
ORURO,TOLEDO,2015,8
SANTA CRUZ,SAN JUAN DE YAPACANI,2015,6
SANTA CRUZ,CAMIRI,2015,18
LA PAZ,PATACAMAYA,2015,4
BENI,SAN BORJA,2015,16
SANTA CRUZ,CARMEN RIVERO TORREZ,2015,5
LA PAZ,PAPEL PAMPA,2015,6
LA PAZ,SAN PEDRO DE CURAHUARA,2015,6
BENI,SAN ANDRES,2015,14
SANTA CRUZ,CHARAGUA,2015,19
SANTA CRUZ,COLPA BELGICA,2015,3
BENI,RURRENABAQUE,2015,9
SANTA CRUZ,COMARAPA,2015,9
LA PAZ,PALOS BLANCOS,2015,18
SANTA CRUZ,CONCEPCION,2015,7
BENI,RIBERALTA,2015,32
LA PAZ,PALCA,2015,9
LA PAZ,SAN PEDRO DE TIQUINA,2015,4
SANTA CRUZ,COTOCA,2015,12
SANTA CRUZ,CUATRO CANADAS,2015,8
BENI,REYES,2015,8
SANTA CRUZ,CUEVO,2015,6
LA PAZ,NAZACARA DE PACAJES,2015,1
SANTA CRUZ,EL PUENTE(STC),2015,6
BENI,PUERTO SILES,2015,3
SANTA CRUZ,EL TORNO,2015,18
LA PAZ,MOCOMOCO,2015,10
SANTA CRUZ,CABEZAS,2015,8
BENI,SAN IGNACIO,2015,32
SANTA CRUZ,BUENA VISTA,2015,11
LA PAZ,SAN BUENA VENTURA,2015,5
TARIJA,CARAPARI,2015,18
LA PAZ,QUIABAYA,2015,1
BENI,TRINIDAD,2015,45
TARIJA,EL PUENTE(TJA),2015,11
TARIJA,ENTRE RIOS  TRJ,2015,29
LA PAZ,PUERTO PEREZ,2015,5
BENI,SANTA ROSA,2015,9
LA PAZ,QUIME,2015,5
TARIJA,PADCAYA,2015,29
TARIJA,SAN LORENZO(TJA),2015,17
BENI,SANTA ANA,2015,6
LA PAZ,PUERTO CARABUCO,2015,12
LA PAZ,SANTIAGO DE CALLAPA,2015,5
TARIJA,TARIJA,2015,67
LA PAZ,PUERTO ACOSTA,2015,5
BENI,SAN RAMON BENI,2015,2
TARIJA,VILLA MONTES,2015,28
LA PAZ,SAN ANDRES DE MACHACA,2015,5
TARIJA,YACUIBA,2015,29
BENI,SAN JOAQUIN,2015,3
TARIJA,YUNCHARA,2015,7
LA PAZ,PUCARANI,2015,9
SANTA CRUZ,ASCENCION DE GUARAYOS,2015,10
BENI,SAN JAVIER(BNI),2015,6
LA PAZ,PELECHUCO,2015,6
SANTA CRUZ,BOYUIBE,2015,6
TARIJA,URIONDO (A. CONCEPCION),2015,10
SANTA CRUZ,FERNANDEZ ALONSO,2015,4
BENI,MAGDALENA,2015,11
SANTA CRUZ,GENERAL SAAVEDRA,2015,10
LA PAZ,LA PAZ,2015,137
CHUQUISACA,YAMPARAEZ,2015,9
SANTA CRUZ,PUERTO QUIJARRO,2015,8
LA PAZ,SICA SICA (VILLA AROMA),2015,10
SANTA CRUZ,PUERTO SUAREZ,2015,9
CHUQUISACA,VILLA VACA GUZMAN (MUYUPAMPA),2015,12
SANTA CRUZ,QUIRUSILLAS,2015,2
LA PAZ,LA ASUNTA,2015,9
SANTA CRUZ,ROBORE,2015,7
CHUQUISACA,VILLA SERRANO,2015,8
LA PAZ,JESUS DE MACHACA,2015,9
SANTA CRUZ,SAIPINA,2015,5
SANTA CRUZ,PUCARA,2015,3
LA PAZ,SORATA,2015,10
SANTA CRUZ,SAMAIPATA,2015,5
SANTA CRUZ,SAN ANTONIO DE LOMERIO,2015,5
CHUQUISACA,TOMINA,2015,10
LA PAZ,IXIAMAS,2015,8
SANTA CRUZ,SAN CARLOS,2015,6
SANTA CRUZ,SAN IGNACIO DE VELASCO,2015,21
LA PAZ,IRUPANA (VILLA DE LANZA),2015,10
LA PAZ,TACACOMA,2015,4
CHUQUISACA,TARVITA,2015,12
SANTA CRUZ,SAN JAVIER(STC),2015,1
SANTA CRUZ,SAN JOSE DE CHIQUITOS,2015,10
CHUQUISACA,TARABUCO,2015,11
CHUQUISACA,VILLA CHARCAS,2015,8
LA PAZ,INQUISIVI,2015,11
SANTA CRUZ,POSTRER VALLE,2015,4
CHUQUISACA,YOTALA,2015,10
SANTA CRUZ,GUTIERREZ,2015,12
LA PAZ,MECAPACA,2015,7
BENI,LORETO,2015,7
SANTA CRUZ,LA GUARDIA,2015,11
LA PAZ,SANTIAGO DE HUATA,2015,2
SANTA CRUZ,LAGUNILLAS,2015,7
BENI,HUARACAJE,2015,3
SANTA CRUZ,MAIRANA,2015,5
LA PAZ,MAPIRI,2015,4
BENI,GUAYARAMERIN,2015,21
SANTA CRUZ,MINEROS,2015,6
LA PAZ,MALLA,2015,4
LA PAZ,LAJA,2015,8
SANTA CRUZ,MONTERO,2015,24
LA PAZ,SANTIAGO DE MACHACA,2015,4
SANTA CRUZ,MORO MORO,2015,4
SANTA CRUZ,OKINAWA,2015,4
LA PAZ,LURIBAY,2015,10
BENI,BAURES,2015,8
SANTA CRUZ,PAILON,2015,8
SANTA CRUZ,PAMPA GRANDE,2015,5
LA PAZ,LICOMA PAMPA,2015,2
CHUQUISACA,ZUDANEZ,2015,6
LA PAZ,SAPAHAQUI,2015,4
LA PAZ,DESAGUADERO,2015,2
SANTA CRUZ,PORTACHUELO,2015,5
BENI,EXALTACION,2015,4
SANTA CRUZ,PORONGO,2015,10
TARIJA,BERMEJO,2015,21
POTOSI,CHUQUIHUTA AYLLU JUCUMANI,2015,4
LA PAZ,CHUA COCANI,2015,2
LA PAZ,APOLO,2015,7
COCAHBAMBA,TOCO,2015,5
COCAHBAMBA,ANZALDO,2015,11
POTOSI,YOCALLA,2015,8
ORURO,EUCALIPTUS,2015,3
COCAHBAMBA,TIRAQUE (CBBA),2015,15
COCAHBAMBA,POJO (CBBA),2015,9
PANDO,BELLA FLOR,2015,7
ORURO,ESMERALDA,2015,1
LA PAZ,CHARANA,2015,3
COCAHBAMBA,CHIMORE,2015,11
PANDO,BOLPEBRA,2015,4
COCAHBAMBA,TIQUIPAYA,2015,12
COCAHBAMBA,PUERTO VILLARROEL,2015,24
PANDO,COBIJA,2015,21
LA PAZ,CHACARILLA,2015,2
LA PAZ,AUCAPATA,2015,6
PANDO,EUREKA (SANTOS MERCADO),2015,2
ORURO,ESCARA,2015,1
COCAHBAMBA,ARANI,2015,6
POTOSI,VITICHI,2015,13
POTOSI,VILLAZON,2015,20
ORURO,HUACHACALLA,2015,1
COCAHBAMBA,POCONA,2015,15
LA PAZ,ALTO BENI,2015,8
COCAHBAMBA,VILA VILA,2015,5
ORURO,MACHACAMARCA,2015,3
POTOSI,TINGUIPAYA,2015,17
POTOSI,TOMAVE,2015,15
LA PAZ,COLLANA,2015,3
ORURO,LA RIVERA,2015,1
COCAHBAMBA,VACAS,2015,7
COCAHBAMBA,PASORAPA,2015,5
COCAHBAMBA,CLIZA,2015,5
COCAHBAMBA,TARATA,2015,5
POTOSI,TORO TORO,2015,9
ORURO,HUAYLLAMARCA,2015,8
POTOSI,TUPIZA,2015,50
COCAHBAMBA,TOTORA(CBBA),2015,8
COCAHBAMBA,ALALAY,2015,6
POTOSI,UNCIA,2015,7
LA PAZ,ANCORAIMES,2015,7
ORURO,HUANUNI,2015,9
POTOSI,UYUNI,2015,19
LA PAZ,CHULUMANI (V. DE LA LIBERTAD),2015,6
COCAHBAMBA,TOLATA,2015,3
LA PAZ,CHUMA,2015,7
COCAHBAMBA,AIQUILE,2015,9
PANDO,FILADELFIA,2015,6
PANDO,INGAVI (HUMAITA),2015,2
COCAHBAMBA,SACABA,2015,31
PANDO,SENA,2015,4
COCAHBAMBA,SICAYA,2015,3
LA PAZ,BATALLAS,2015,5
PANDO,VILLA NUEVA (LOMA ALTA),2015,6
ORURO,CHOQUE COTA,2015,1
LA PAZ,CALACOTO,2015,7
ORURO,CHIPAYA,2015,2
COCAHBAMBA,SHINAOTA,2015,6
ORURO,ANDAMARCA,2015,7
COCAHBAMBA,SACABAMBA,2015,6
ORURO,ANTEQUERA,2015,3
LA PAZ,CAJUATA,2015,6
COCAHBAMBA,AYOPAYA (V. DE INDEPENDENCIA),2015,22
COCAHBAMBA,SANTIVANES,2015,5
COCAHBAMBA,BOLIVAR,2015,5
ORURO,CHALLAPATA,2015,15
ORURO,BELEN DE ANDAMARCA,2015,4
ORURO,CARACOLLO,2015,10
ORURO,CARANGAS,2015,1
COCAHBAMBA,SAN BENITO,2015,5
PANDO,SAN PEDRO(PND),2015,4
COCAHBAMBA,ARQUE,2015,9
ORURO,COIPASA,2015,1
LA PAZ,CALAMARCA,2015,6
LA PAZ,CATACORA,2015,2
COCAHBAMBA,PUNATA,2015,10
COCAHBAMBA,TAPACARI,2015,19
LA PAZ,AYATA,2015,5
PANDO,NACEBE (SANTA ROSA DEL ABUNA),2015,3
ORURO,CURAHUARA DE CARANGAS,2015,4
PANDO,NUEVO MANOA (NUEVA ESPERANZA),2015,3
LA PAZ,CARANAVI,2015,20
COCAHBAMBA,ARBIETO,2015,9
COCAHBAMBA,TACOPAYA,2015,7
ORURO,EL CHORO,2015,6
ORURO,CRUZ DE MACHACAMARCA,2015,1
PANDO,PUERTO GONZALO MORENO,2015,8
COCAHBAMBA,CAPINOTA,2015,7
COCAHBAMBA,TACACHI,2015,2
COCAHBAMBA,QUILLACOLLO,2015,13
ORURO,CORQUE,2015,12
LA PAZ,CAQUIAVIRI,2015,9
PANDO,PUERTO RICO,2015,3
LA PAZ,AYO AYO,2015,4
PANDO,SAN LORENZO(PND),2015,6
COCAHBAMBA,SIPE SIPE,2015,8
PANDO,PORVENIR,2015,3
POTOSI,TAHUA,2015,3
LA PAZ,CAIROMA,2015,10
POTOSI,SACACA,2015,14
POTOSI,RAVELO,2015,14
POTOSI,COTAGAITA,2015,37
COCAHBAMBA,MIZQUE,2015,15
COCAHBAMBA,COCHABAMBA,2015,142
POTOSI,MOJINETE,2015,3
POTOSI,POCOATA,2015,19
LA PAZ,ACHACACHI,2015,19
LA PAZ,COROICO,2015,6
ORURO,POOPO,2015,5
POTOSI,SAN AGUSTIN,2015,4
COCAHBAMBA,COLOMI,2015,9
ORURO,TODOS SANTOS,2015,1
COCAHBAMBA,ENTRE RIOS CBBA,2015,9
ORURO,PAZNA,2015,6
CHUQUISACA,ALCALA,2015,3
ORURO,SORACACHI,2015,11
LA PAZ,YACO,2015,9
LA PAZ,COMBAYA,2015,4
ORURO,YUNGUYO DE LITORAL,2015,1
CHUQUISACA,CAMARGO,2015,10
POTOSI,POTOSI,2015,39
LA PAZ,COPACABANA,2015,4
