Departamento,Municipio,Año de Gestion,Total Establecimientos De Salud
TARIJA,EL PUENTE(TJA),2022,13
BENI,LORETO,2022,9
LA PAZ,SANTIAGO DE CALLAPA,2022,5
SANTA CRUZ,GENERAL SAAVEDRA,2022,10
SANTA CRUZ,SAN MATIAS,2022,15
POTOSI,UYUNI,2022,28
BENI,SAN ANDRES,2022,19
LA PAZ,AYO AYO,2022,4
COCAHBAMBA,SACABA,2022,31
LA PAZ,AUCAPATA,2022,6
SANTA CRUZ,SAN MIGUEL DE VELASCO,2022,3
ORURO,CHALLAPATA,2022,18
CHUQUISACA,MOJOCOYA,2022,8
LA PAZ,CURVA,2022,3
COCAHBAMBA,QUILLACOLLO,2022,15
ORURO,CHOQUE COTA,2022,1
LA PAZ,TITO YUPANQUI (PARQUIPUJIO),2022,2
TARIJA,SAN LORENZO(TJA),2022,19
POTOSI,VITICHI,2022,13
LA PAZ,SAN ANDRES DE MACHACA,2022,5
LA PAZ,EL ALTO,2022,118
LA PAZ,DESAGUADERO,2022,2
POTOSI,CHUQUIHUTA AYLLU JUCUMANI,2022,8
CHUQUISACA,VILLA SERRANO,2022,8
COCAHBAMBA,AYOPAYA (V. DE INDEPENDENCIA),2022,22
LA PAZ,TIPUANI,2022,4
SANTA CRUZ,CARMEN RIVERO TORREZ,2022,7
CHUQUISACA,HUACARETA,2022,12
POTOSI,CKOCHAS,2022,35
COCAHBAMBA,TOCO,2022,5
COCAHBAMBA,TIRAQUE (CBBA),2022,13
SANTA CRUZ,PUERTO SUAREZ,2022,10
POTOSI,OCURI,2022,15
LA PAZ,BATALLAS,2022,5
SANTA CRUZ,QUIRUSILLAS,2022,4
PANDO,PUERTO RICO,2022,3
COCAHBAMBA,ARQUE,2022,12
PANDO,SAN LORENZO(PND),2022,8
SANTA CRUZ,CUATRO CANADAS,2022,8
COCAHBAMBA,SICAYA,2022,3
POTOSI,LLALLAGUA,2022,11
CHUQUISACA,MACHARETI,2022,9
CHUQUISACA,TARVITA,2022,13
LA PAZ,CHACARILLA,2022,2
TARIJA,PADCAYA,2022,33
COCAHBAMBA,TACOPAYA,2022,7
BENI,PUERTO SILES,2022,3
TARIJA,ENTRE RIOS  TRJ,2022,29
PANDO,NACEBE (SANTA ROSA DEL ABUNA),2022,4
LA PAZ,COLQUENCHA,2022,4
LA PAZ,YACO,2022,10
COCAHBAMBA,ANZALDO,2022,13
LA PAZ,CATACORA,2022,3
SANTA CRUZ,COMARAPA,2022,12
PANDO,INGAVI (HUMAITA),2022,2
SANTA CRUZ,SAN JOSE DE CHIQUITOS,2022,12
SANTA CRUZ,SAN ANTONIO DE LOMERIO,2022,6
LA PAZ,COLQUIRI,2022,15
POTOSI,COLQUECHACA,2022,34
PANDO,SENA,2022,6
SANTA CRUZ,CUEVO,2022,7
PANDO,SAN PEDRO(PND),2022,6
LA PAZ,CARANAVI,2022,17
LA PAZ,YANACACHI,2022,6
LA PAZ,COLLANA,2022,5
COCAHBAMBA,AIQUILE,2022,9
LA PAZ,NAZACARA DE PACAJES,2022,1
SANTA CRUZ,SAN IGNACIO DE VELASCO,2022,21
PANDO,PORVENIR,2022,1
LA PAZ,SAN PEDRO DE CURAHUARA,2022,7
BENI,REYES,2022,9
PANDO,PUERTO GONZALO MORENO,2022,11
SANTA CRUZ,COTOCA,2022,16
LA PAZ,CHUA COCANI,2022,5
COCAHBAMBA,SIPE SIPE,2022,8
LA PAZ,CHUMA,2022,7
SANTA CRUZ,SAN JAVIER(STC),2022,1
CHUQUISACA,CULPINA,2022,14
COCAHBAMBA,TACACHI,2022,3
SANTA CRUZ,CONCEPCION,2022,9
BENI,SANTA ANA,2022,9
CHUQUISACA,ALCALA,2022,3
PANDO,NUEVO MANOA (NUEVA ESPERANZA),2022,5
CHUQUISACA,TARABUCO,2022,11
COCAHBAMBA,ALALAY,2022,7
SANTA CRUZ,SAN CARLOS,2022,7
LA PAZ,CHARANA,2022,4
POTOSI,ACACIO,2022,6
LA PAZ,PALCA,2022,9
POTOSI,COTAGAITA,2022,37
COCAHBAMBA,SHINAOTA,2022,13
LA PAZ,MOCOMOCO,2022,10
PANDO,FILADELFIA,2022,8
ORURO,ANTEQUERA,2022,3
LA PAZ,CALACOTO,2022,7
CHUQUISACA,INCAHUASI,2022,3
LA PAZ,COPACABANA,2022,5
BENI,MAGDALENA,2022,14
LA PAZ,VIACHA,2022,13
COCAHBAMBA,SAN BENITO,2022,5
SANTA CRUZ,CHARAGUA,2022,19
PANDO,BOLPEBRA,2022,4
SANTA CRUZ,SAIPINA,2022,8
POTOSI,ARAMPAMPA,2022,8
COCAHBAMBA,TARATA,2022,5
ORURO,BELEN DE ANDAMARCA,2022,5
SANTA CRUZ,SAN JULIAN,2022,26
LA PAZ,CORIPATA,2022,6
PANDO,BELLA FLOR,2022,12
LA PAZ,PAPEL PAMPA,2022,6
BENI,RURRENABAQUE,2022,11
CHUQUISACA,VILLA CHARCAS,2022,15
LA PAZ,CAJUATA,2022,7
COCAHBAMBA,TIQUIPAYA,2022,14
LA PAZ,CORO CORO,2022,12
ORURO,CARACOLLO,2022,13
SANTA CRUZ,EL TORNO,2022,26
CHUQUISACA,CAMATAQUI (C. VILLA ABECIA),2022,4
POTOSI,"COLCHA ""K""",2022,18
COCAHBAMBA,ARBIETO,2022,10
LA PAZ,MECAPACA,2022,7
BENI,RIBERALTA,2022,36
COCAHBAMBA,TAPACARI,2022,19
LA PAZ,COMANCHE,2022,3
LA PAZ,WALDO BALLIVIAN,2022,1
PANDO,VILLA NUEVA (LOMA ALTA),2022,8
CHUQUISACA,EL VILLAR,2022,6
SANTA CRUZ,COLPA BELGICA,2022,3
COCAHBAMBA,ARANI,2022,6
LA PAZ,CAQUIAVIRI,2022,13
PANDO,EUREKA (SANTOS MERCADO),2022,4
LA PAZ,COMBAYA,2022,4
LA PAZ,PALOS BLANCOS,2022,23
COCAHBAMBA,SANTIVANES,2022,4
SANTA CRUZ,SAMAIPATA,2022,5
CHUQUISACA,SUCRE,2022,144
LA PAZ,SAN BUENA VENTURA,2022,4
SANTA CRUZ,YAPACANI,2022,18
ORURO,ANDAMARCA,2022,7
SANTA CRUZ,SAN JUAN DE YAPACANI,2022,6
SANTA CRUZ,EL PUENTE(STC),2022,8
POTOSI,LLICA,2022,9
PANDO,COBIJA,2022,24
CHUQUISACA,TOMINA,2022,11
LA PAZ,CALAMARCA,2022,7
LA PAZ,SAN PEDRO DE TIQUINA,2022,4
LA PAZ,CAIROMA,2022,10
POTOSI,UNCIA,2022,4
BENI,SAN RAMON BENI,2022,2
ORURO,TOLEDO,2022,8
LA PAZ,LICOMA PAMPA,2022,2
CHUQUISACA,AZURDUY,2022,11
COCAHBAMBA,PASORAPA,2022,4
SANTA CRUZ,SANTA CRUZ DE LA SIERRA,2022,287
LA PAZ,ICHOCA,2022,4
SANTA CRUZ,MINEROS,2022,7
CHUQUISACA,ICLA,2022,13
ORURO,HUANUNI,2022,7
LA PAZ,PUERTO ACOSTA,2022,1
TARIJA,YUNCHARA,2022,7
POTOSI,SAN PEDRO DE BUENA VISTA,2022,19
BENI,EXALTACION,2022,4
ORURO,TODOS SANTOS,2022,1
BENI,TRINIDAD,2022,61
SANTA CRUZ,VALLEGRANDE,2022,9
TARIJA,BERMEJO,2022,31
SANTA CRUZ,PORONGO,2022,12
POTOSI,CARIPUYO,2022,7
COCAHBAMBA,VILLA RIVERO,2022,6
ORURO,HUAYLLAMARCA,2022,10
COCAHBAMBA,COLCAPIRHUA,2022,3
LA PAZ,INQUISIVI,2022,14
ORURO,SORACACHI,2022,11
LA PAZ,SORATA,2022,11
CHUQUISACA,POROMA,2022,27
COCAHBAMBA,OMEREQUE,2022,9
POTOSI,SAN PEDRO DE QUEMES,2022,1
ORURO,HUACHACALLA,2022,1
LA PAZ,SANTIAGO DE HUATA,2022,4
POTOSI,TAHUA,2022,3
ORURO,ESMERALDA,2022,1
COCAHBAMBA,COCAPATA,2022,26
LA PAZ,LURIBAY,2022,11
ORURO,TURCO,2022,6
SANTA CRUZ,SAN RAMON SCZ,2022,1
POTOSI,CHAQUI,2022,8
COCAHBAMBA,POCONA,2022,17
LA PAZ,HUATAJATA,2022,7
BENI,SAN IGNACIO,2022,35
POTOSI,ATOCHA,2022,20
POTOSI,TACOBAMBA,2022,11
SANTA CRUZ,MAIRANA,2022,5
POTOSI,BELEN DE URMIRI,2022,3
SANTA CRUZ,ASCENCION DE GUARAYOS,2022,15
POTOSI,PORCO,2022,6
CHUQUISACA,YAMPARAEZ,2022,9
ORURO,TOTORA(ORR),2022,11
COCAHBAMBA,VILA VILA,2022,6
LA PAZ,HUMANATA,2022,4
COCAHBAMBA,COCHABAMBA,2022,135
SANTA CRUZ,PORTACHUELO,2022,5
LA PAZ,TACACOMA,2022,6
ORURO,EUCALIPTUS,2022,3
POTOSI,SAN PABLO DE LIPEZ,2022,11
SANTA CRUZ,SANTA ROSA DEL SARA,2022,12
POTOSI,POTOSI,2022,46
POTOSI,"CAIZA ""D""",2022,11
ORURO,SALINAS DE GARCI MENDOZA,2022,7
COCAHBAMBA,VINTO,2022,8
LA PAZ,LAJA,2022,11
POTOSI,BETANZOS,2022,32
POTOSI,SACACA,2022,14
ORURO,PAMPA AULLAGAS,2022,3
ORURO,SABAYA,2022,6
LA PAZ,LA ASUNTA,2022,11
COCAHBAMBA,MIZQUE,2022,15
LA PAZ,SAPAHAQUI,2022,4
COCAHBAMBA,CUCHUMUELA (V. G. VILLARROEL),2022,2
LA PAZ,PUERTO PEREZ,2022,5
TARIJA,VILLA MONTES,2022,35
POTOSI,RAVELO,2022,14
POTOSI,PUNA,2022,4
ORURO,PAZNA,2022,8
BENI,SAN JOAQUIN,2022,3
SANTA CRUZ,OKINAWA,2022,4
SANTA CRUZ,URUBICHA,2022,5
CHUQUISACA,ZUDANEZ,2022,6
COCAHBAMBA,ENTRE RIOS CBBA,2022,10
ORURO,POOPO,2022,5
LA PAZ,LA PAZ,2022,125
SANTA CRUZ,PAILON,2022,11
LA PAZ,JESUS DE MACHACA,2022,9
SANTA CRUZ,TRIGAL,2022,4
SANTA CRUZ,MORO MORO,2022,6
LA PAZ,IRUPANA (VILLA DE LANZA),2022,10
ORURO,LA RIVERA,2022,1
SANTA CRUZ,MONTERO,2022,37
LA PAZ,PUERTO CARABUCO,2022,14
BENI,SAN JAVIER(BNI),2022,7
POTOSI,SAN ANTONIO DE ESMORUCO,2022,4
CHUQUISACA,YOTALA,2022,10
COCAHBAMBA,COLOMI,2022,9
ORURO,SANTUARIO DE QUILLACAS,2022,3
BENI,BAURES,2022,13
LA PAZ,QUIABAYA,2022,1
TARIJA,URIONDO (A. CONCEPCION),2022,13
ORURO,MACHACAMARCA,2022,3
ORURO,SANTIAGO DE HUARI,2022,7
LA PAZ,IXIAMAS,2022,10
COCAHBAMBA,VILLA TUNARI,2022,42
LA PAZ,SICA SICA (VILLA AROMA),2022,15
CHUQUISACA,MONTEAGUDO,2022,16
COCAHBAMBA,MOROCHATA,2022,0
TARIJA,YACUIBA,2022,39
SANTA CRUZ,PAMPA GRANDE,2022,7
POTOSI,SAN AGUSTIN,2022,6
CHUQUISACA,PADILLA,2022,9
LA PAZ,SANTIAGO DE MACHACA,2022,6
ORURO,ORURO,2022,61
LA PAZ,TARACO,2022,4
SANTA CRUZ,POSTRER VALLE,2022,6
LA PAZ,CHULUMANI (V. DE LA LIBERTAD),2022,6
CHUQUISACA,VILLA VACA GUZMAN (MUYUPAMPA),2022,10
COCAHBAMBA,TOLATA,2022,3
LA PAZ,ESCOMA,2022,4
CHUQUISACA,HUACAYA (VILLA DE HUACAYA),2022,5
CHUQUISACA,LAS CARRERAS,2022,6
SANTA CRUZ,LAGUNILLAS,2022,9
LA PAZ,PUCARANI,2022,11
LA PAZ,ACHOCALLA,2022,3
COCAHBAMBA,PUERTO VILLARROEL,2022,28
SANTA CRUZ,BOYUIBE,2022,9
CHUQUISACA,PRESTO,2022,10
LA PAZ,GUANAY,2022,8
COCAHBAMBA,PUNATA,2022,10
LA PAZ,TEOPONTE,2022,9
COCAHBAMBA,CHIMORE,2022,14
LA PAZ,GUAQUI,2022,4
POTOSI,CHAYANTA,2022,13
CHUQUISACA,CAMARGO,2022,12
LA PAZ,GRAL. J.J. PEREZ  (CHARAZANI),2022,8
LA PAZ,PELECHUCO,2022,6
LA PAZ,ACHACACHI,2022,19
POTOSI,TUPIZA,2022,59
COCAHBAMBA,CLIZA,2022,6
SANTA CRUZ,PUERTO QUIJARRO,2022,8
ORURO,CRUZ DE MACHACAMARCA,2022,1
SANTA CRUZ,SAN RAFAEL,2022,2
ORURO,EL CHORO,2022,6
POTOSI,POCOATA,2022,24
SANTA CRUZ,SAN PEDRO,2022,9
POTOSI,TOMAVE,2022,18
TARIJA,CARAPARI,2022,27
TARIJA,TARIJA,2022,91
BENI,GUAYARAMERIN,2022,25
ORURO,ESCARA,2022,1
COCAHBAMBA,VACAS,2022,7
SANTA CRUZ,BUENA VISTA,2022,13
BENI,SANTA ROSA,2022,12
LA PAZ,APOLO,2022,7
CHUQUISACA,SAN LUCAS,2022,30
LA PAZ,QUIME,2022,5
POTOSI,TORO TORO,2022,11
BENI,SAN BORJA,2022,22
ORURO,CURAHUARA DE CARANGAS,2022,4
COCAHBAMBA,POJO (CBBA),2022,12
LA PAZ,ALTO BENI,2022,16
SANTA CRUZ,GUTIERREZ,2022,12
LA PAZ,MALLA,2022,4
COCAHBAMBA,TOTORA(CBBA),2022,10
SANTA CRUZ,PUCARA,2022,3
POTOSI,TINGUIPAYA,2022,19
ORURO,CORQUE,2022,12
LA PAZ,TIAWANACU,2022,5
SANTA CRUZ,LA GUARDIA,2022,13
SANTA CRUZ,WARNES,2022,39
LA PAZ,HUARINA,2022,2
LA PAZ,ANCORAIMES,2022,7
BENI,HUARACAJE,2022,4
ORURO,YUNGUYO DE LITORAL,2022,1
PANDO,NACEBE (SANTA ROSA DEL ABUNA),2023,4
POTOSI,LLALLAGUA,2023,11
LA PAZ,SANTIAGO DE MACHACA,2023,6
POTOSI,TORO TORO,2023,11
BENI,SAN BORJA,2023,23
POTOSI,SAN AGUSTIN,2023,6
LA PAZ,COLQUENCHA,2023,4
COCAHBAMBA,TACOPAYA,2023,7
SANTA CRUZ,SAN MIGUEL DE VELASCO,2023,3
LA PAZ,GRAL. J.J. PEREZ  (CHARAZANI),2023,8
TARIJA,PADCAYA,2023,34
POTOSI,SAN ANTONIO DE ESMORUCO,2023,4
TARIJA,YACUIBA,2023,40
COCAHBAMBA,TOCO,2023,5
LA PAZ,IXIAMAS,2023,10
LA PAZ,TIAWANACU,2023,5
LA PAZ,DESAGUADERO,2023,2
TARIJA,URIONDO (A. CONCEPCION),2023,14
LA PAZ,SICA SICA (VILLA AROMA),2023,15
SANTA CRUZ,COMARAPA,2023,12
LA PAZ,MAPIRI,2023,4
LA PAZ,HUARINA,2023,2
SANTA CRUZ,TRIGAL,2023,4
LA PAZ,SAPAHAQUI,2023,4
COCAHBAMBA,TACACHI,2023,3
LA PAZ,MALLA,2023,4
TARIJA,VILLA MONTES,2023,36
POTOSI,PUNA,2023,2
LA PAZ,TIPUANI,2023,4
POTOSI,RAVELO,2023,14
LA PAZ,CHUMA,2023,7
COCAHBAMBA,TOLATA,2023,3
BENI,SANTA ANA,2023,9
PANDO,PORVENIR,2023,1
SANTA CRUZ,URUBICHA,2023,5
CHUQUISACA,SAN LUCAS,2023,30
BENI,SAN JOAQUIN,2023,3
LA PAZ,ESCOMA,2023,4
BENI,REYES,2023,9
COCAHBAMBA,AIQUILE,2023,9
CHUQUISACA,ALCALA,2023,3
BENI,SAN RAMON BENI,2023,2
SANTA CRUZ,CAMIRI,2023,22
CHUQUISACA,PADILLA,2023,9
LA PAZ,EL ALTO,2023,120
LA PAZ,YANACACHI,2023,6
SANTA CRUZ,SAN PEDRO,2023,9
POTOSI,TUPIZA,2023,60
SANTA CRUZ,SAN JAVIER(STC),2023,1
LA PAZ,JESUS DE MACHACA,2023,10
POTOSI,UYUNI,2023,29
LA PAZ,COLLANA,2023,5
PANDO,INGAVI (HUMAITA),2023,2
LA PAZ,LA ASUNTA,2023,11
COCAHBAMBA,VINTO,2023,8
SANTA CRUZ,CABEZAS,2023,10
LA PAZ,LAJA,2023,11
CHUQUISACA,TARABUCO,2023,11
PANDO,NUEVO MANOA (NUEVA ESPERANZA),2023,5
POTOSI,OCURI,2023,15
POTOSI,SACACA,2023,14
CHUQUISACA,CULPINA,2023,14
SANTA CRUZ,CONCEPCION,2023,10
CHUQUISACA,CAMARGO,2023,12
POTOSI,ACACIO,2023,6
POTOSI,SAN PABLO DE LIPEZ,2023,11
SANTA CRUZ,WARNES,2023,40
PANDO,BOLPEBRA,2023,4
POTOSI,PORCO,2023,6
SANTA CRUZ,BOYUIBE,2023,9
LA PAZ,VIACHA,2023,13
CHUQUISACA,SOPACHUY,2023,5
TARIJA,SAN LORENZO(TJA),2023,19
LA PAZ,HUMANATA,2023,4
COCAHBAMBA,VILA VILA,2023,6
LA PAZ,COPACABANA,2023,5
COCAHBAMBA,TIRAQUE (CBBA),2023,13
TARIJA,TARIJA,2023,94
LA PAZ,TACACOMA,2023,6
LA PAZ,TEOPONTE,2023,9
COCAHBAMBA,TARATA,2023,5
SANTA CRUZ,ASCENCION DE GUARAYOS,2023,15
BENI,RURRENABAQUE,2023,12
LA PAZ,GUAQUI,2023,4
POTOSI,SAN PEDRO DE QUEMES,2023,1
SANTA CRUZ,CARMEN RIVERO TORREZ,2023,7
POTOSI,TACOBAMBA,2023,11
LA PAZ,MECAPACA,2023,7
SANTA CRUZ,CHARAGUA,2023,20
CHUQUISACA,CAMATAQUI (C. VILLA ABECIA),2023,4
COCAHBAMBA,VACAS,2023,7
LA PAZ,SANTIAGO DE HUATA,2023,4
LA PAZ,UMALA,2023,10
POTOSI,TAHUA,2023,3
LA PAZ,CORO CORO,2023,13
CHUQUISACA,PRESTO,2023,10
POTOSI,MOJINETE,2023,3
SANTA CRUZ,SAN RAMON SCZ,2023,1
LA PAZ,COROICO,2023,6
LA PAZ,LICOMA PAMPA,2023,2
PANDO,BELLA FLOR,2023,12
LA PAZ,HUATAJATA,2023,8
POTOSI,YOCALLA,2023,11
SANTA CRUZ,YAPACANI,2023,18
POTOSI,TINGUIPAYA,2023,19
LA PAZ,TARACO,2023,4
COCAHBAMBA,TIQUIPAYA,2023,14
LA PAZ,CORIPATA,2023,6
BENI,SAN IGNACIO,2023,35
SANTA CRUZ,SAN JULIAN,2023,26
LA PAZ,LURIBAY,2023,11
SANTA CRUZ,SAN JOSE DE CHIQUITOS,2023,12
CHUQUISACA,MOJOCOYA,2023,8
SANTA CRUZ,SANTA CRUZ DE LA SIERRA,2023,299
LA PAZ,GUANAY,2023,8
COCAHBAMBA,TAPACARI,2023,19
LA PAZ,COMANCHE,2023,3
LA PAZ,SORATA,2023,11
CHUQUISACA,MONTEAGUDO,2023,16
LA PAZ,MOCOMOCO,2023,10
PANDO,FILADELFIA,2023,8
BENI,RIBERALTA,2023,37
LA PAZ,TITO YUPANQUI (PARQUIPUJIO),2023,2
POTOSI,POTOSI,2023,47
SANTA CRUZ,SANTA ROSA DEL SARA,2023,12
COCAHBAMBA,TOTORA(CBBA),2023,10
LA PAZ,IRUPANA (VILLA DE LANZA),2023,10
LA PAZ,YACO,2023,10
LA PAZ,SAN PEDRO DE TIQUINA,2023,4
COCAHBAMBA,VILLA TUNARI,2023,44
POTOSI,VILLAZON,2023,22
BENI,SAN JAVIER(BNI),2023,8
LA PAZ,COLQUIRI,2023,16
LA PAZ,CURVA,2023,3
LA PAZ,WALDO BALLIVIAN,2023,1
LA PAZ,INQUISIVI,2023,14
LA PAZ,SANTIAGO DE CALLAPA,2023,5
SANTA CRUZ,COLPA BELGICA,2023,3
POTOSI,LLICA,2023,9
LA PAZ,ICHOCA,2023,4
POTOSI,VITICHI,2023,13
SANTA CRUZ,SAN JUAN DE YAPACANI,2023,6
CHUQUISACA,AZURDUY,2023,11
SANTA CRUZ,SAN MATIAS,2023,15
SANTA CRUZ,SAN RAFAEL,2023,2
POTOSI,TOMAVE,2023,18
PANDO,COBIJA,2023,24
CHUQUISACA,SUCRE,2023,145
POTOSI,SAN PEDRO DE BUENA VISTA,2023,20
CHUQUISACA,POROMA,2023,28
PANDO,EUREKA (SANTOS MERCADO),2023,4
BENI,SAN ANDRES,2023,20
SANTA CRUZ,VALLEGRANDE,2023,9
POTOSI,POCOATA,2023,25
SANTA CRUZ,BUENA VISTA,2023,13
LA PAZ,COMBAYA,2023,4
COCAHBAMBA,VILLA RIVERO,2023,6
TARIJA,YUNCHARA,2023,7
POTOSI,UNCIA,2023,4
LA PAZ,LA PAZ,2023,123
SANTA CRUZ,GUTIERREZ,2023,12
COCAHBAMBA,ARQUE,2023,12
SANTA CRUZ,PORTACHUELO,2023,5
COCAHBAMBA,PASORAPA,2023,4
SANTA CRUZ,MINEROS,2023,7
LA PAZ,PAPEL PAMPA,2023,6
LA PAZ,PUERTO ACOSTA,2023,1
CHUQUISACA,VILLA CHARCAS,2023,16
LA PAZ,CAJUATA,2023,7
ORURO,TOLEDO,2023,8
ORURO,HUACHACALLA,2023,1
COCAHBAMBA,COCHABAMBA,2023,135
ORURO,CARACOLLO,2023,13
LA PAZ,CAIROMA,2023,10
ORURO,TOTORA(ORR),2023,11
COCAHBAMBA,SACABAMBA,2023,6
COCAHBAMBA,POCONA,2023,17
CHUQUISACA,HUACARETA,2023,12
BENI,SANTA ROSA,2023,12
SANTA CRUZ,MAIRANA,2023,5
SANTA CRUZ,ROBORE,2023,7
ORURO,CARANGAS,2023,1
ORURO,EUCALIPTUS,2023,3
POTOSI,BELEN DE URMIRI,2023,3
CHUQUISACA,YAMPARAEZ,2023,9
SANTA CRUZ,FERNANDEZ ALONSO,2023,4
CHUQUISACA,ICLA,2023,13
TARIJA,EL PUENTE(TJA),2023,13
SANTA CRUZ,EL TORNO,2023,27
LA PAZ,ALTO BENI,2023,17
TARIJA,BERMEJO,2023,32
LA PAZ,PALOS BLANCOS,2023,23
SANTA CRUZ,SAMAIPATA,2023,5
ORURO,ANDAMARCA,2023,7
COCAHBAMBA,OMEREQUE,2023,9
SANTA CRUZ,EL PUENTE(STC),2023,8
LA PAZ,SAN BUENA VENTURA,2023,4
COCAHBAMBA,SANTIVANES,2023,4
ORURO,SORACACHI,2023,11
POTOSI,CARIPUYO,2023,7
ORURO,HUAYLLAMARCA,2023,10
LA PAZ,CALAMARCA,2023,7
SANTA CRUZ,PORONGO,2023,13
BENI,EXALTACION,2023,4
COCAHBAMBA,ARBIETO,2023,10
ORURO,ANTEQUERA,2023,3
LA PAZ,CALACOTO,2023,7
BENI,TRINIDAD,2023,63
POTOSI,"COLCHA ""K""",2023,18
BENI,MAGDALENA,2023,15
COCAHBAMBA,SAN BENITO,2023,5
ORURO,TODOS SANTOS,2023,1
POTOSI,ARAMPAMPA,2023,8
SANTA CRUZ,SAIPINA,2023,9
COCAHBAMBA,COLCAPIRHUA,2023,3
ORURO,BELEN DE ANDAMARCA,2023,5
LA PAZ,CAQUIAVIRI,2023,14
POTOSI,CKOCHAS,2023,37
LA PAZ,BATALLAS,2023,5
SANTA CRUZ,PUCARA,2023,3
POTOSI,CHUQUIHUTA AYLLU JUCUMANI,2023,9
COCAHBAMBA,CLIZA,2023,6
ORURO,EL CHORO,2023,6
ORURO,COIPASA,2023,1
COCAHBAMBA,CAPINOTA,2023,7
SANTA CRUZ,PUERTO SUAREZ,2023,10
LA PAZ,APOLO,2023,7
POTOSI,CHAYANTA,2023,13
LA PAZ,CHULUMANI (V. DE LA LIBERTAD),2023,6
LA PAZ,ACHOCALLA,2023,3
ORURO,CORQUE,2023,12
LA PAZ,ANCORAIMES,2023,7
COCAHBAMBA,PUERTO VILLARROEL,2023,28
SANTA CRUZ,LA GUARDIA,2023,14
BENI,HUARACAJE,2023,4
COCAHBAMBA,PUNATA,2023,10
LA PAZ,PELECHUCO,2023,6
ORURO,CURAHUARA DE CARANGAS,2023,4
SANTA CRUZ,PUERTO QUIJARRO,2023,8
LA PAZ,PUCARANI,2023,11
CHUQUISACA,VILLA VACA GUZMAN (MUYUPAMPA),2023,10
TARIJA,CARAPARI,2023,28
ORURO,CRUZ DE MACHACAMARCA,2023,1
CHUQUISACA,HUACAYA (VILLA DE HUACAYA),2023,5
LA PAZ,ACHACACHI,2023,19
COCAHBAMBA,AYOPAYA (V. DE INDEPENDENCIA),2023,22
CHUQUISACA,LAS CARRERAS,2023,6
LA PAZ,AUCAPATA,2023,6
POTOSI,CHAQUI,2023,8
ORURO,CHALLAPATA,2023,18
LA PAZ,AYO AYO,2023,4
ORURO,TURCO,2023,6
COCAHBAMBA,COCAPATA,2023,27
BENI,LORETO,2023,9
ORURO,ESMERALDA,2023,1
COCAHBAMBA,SACABA,2023,32
SANTA CRUZ,POSTRER VALLE,2023,6
BENI,GUAYARAMERIN,2023,26
ORURO,CHIPAYA,2023,2
LA PAZ,QUIME,2023,5
LA PAZ,PATACAMAYA,2023,4
COCAHBAMBA,BOLIVAR,2023,5
SANTA CRUZ,QUIRUSILLAS,2023,4
COCAHBAMBA,POJO (CBBA),2023,12
ORURO,YUNGUYO DE LITORAL,2023,1
POTOSI,ATOCHA,2023,20
CHUQUISACA,VILLA SERRANO,2023,8
LA PAZ,AYATA,2023,5
ORURO,ESCARA,2023,1
ORURO,CHOQUE COTA,2023,1
SANTA CRUZ,LAGUNILLAS,2023,9
LA PAZ,SAN ANDRES DE MACHACA,2023,5
SANTA CRUZ,GENERAL SAAVEDRA,2023,10
COCAHBAMBA,QUILLACOLLO,2023,15
COCAHBAMBA,ARANI,2023,6
ORURO,HUANUNI,2023,7
LA PAZ,PUERTO CARABUCO,2023,14
ORURO,PAMPA AULLAGAS,2023,3
PANDO,SAN LORENZO(PND),2023,8
SANTA CRUZ,CUATRO CANADAS,2023,8
COCAHBAMBA,SICAYA,2023,3
ORURO,SALINAS DE GARCI MENDOZA,2023,7
COCAHBAMBA,CUCHUMUELA (V. G. VILLARROEL),2023,2
LA PAZ,CHACARILLA,2023,2
ORURO,ORURO,2023,62
PANDO,SAN PEDRO(PND),2023,6
COCAHBAMBA,ANZALDO,2023,13
LA PAZ,CATACORA,2023,3
TARIJA,ENTRE RIOS  TRJ,2023,29
BENI,PUERTO SILES,2023,3
SANTA CRUZ,PAMPA GRANDE,2023,7
SANTA CRUZ,MORO MORO,2023,6
POTOSI,BETANZOS,2023,32
COCAHBAMBA,MOROCHATA,2023,0
BENI,BAURES,2023,13
LA PAZ,QUIABAYA,2023,1
ORURO,SABAYA,2023,6
CHUQUISACA,TARVITA,2023,13
SANTA CRUZ,SAN CARLOS,2023,7
LA PAZ,PALCA,2023,9
LA PAZ,NAZACARA DE PACAJES,2023,1
ORURO,POOPO,2023,5
SANTA CRUZ,SAN IGNACIO DE VELASCO,2023,21
COCAHBAMBA,ENTRE RIOS CBBA,2023,10
CHUQUISACA,ZUDANEZ,2023,6
PANDO,PUERTO GONZALO MORENO,2023,11
LA PAZ,SAN PEDRO DE CURAHUARA,2023,7
CHUQUISACA,INCAHUASI,2023,3
SANTA CRUZ,COTOCA,2023,17
SANTA CRUZ,SAN ANTONIO DE LOMERIO,2023,6
COCAHBAMBA,SIPE SIPE,2023,8
LA PAZ,CHUA COCANI,2023,5
POTOSI,COTAGAITA,2023,37
ORURO,PAZNA,2023,8
PANDO,PUERTO RICO,2023,3
SANTA CRUZ,PAILON,2023,12
COCAHBAMBA,MIZQUE,2023,15
COCAHBAMBA,ALALAY,2023,7
LA PAZ,CHARANA,2023,4
LA PAZ,PUERTO PEREZ,2023,5
SANTA CRUZ,OKINAWA,2023,4
